"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"647","S24","10 orjaa * 8 tuntia/päivä = 80 h/pv , 400 h/vk ; 1720 h/kk , 20640 h/vuosi Ei tarvi olla kummonenkaan sherlock osatakseen laskea kumpi vaihtoehto kannattaa ?","10 orja * 8 tuntia/päivä = 80 h/pv , 400 h/vk ; 1720 h/kk , 20640 h/vuosi ei tarvi olla kummonenkaan sherlock osata laskea kumpi vaihtoehto kannattaa ?","ILMAISIA TYÖNTEKIJÖITÄ","4.11.2014","15:14","Talous","Yrittäjyys","Kumman valitset?","2068569","http://keskustelu.suomi24.fi/t/12855999#comment-72935217","http://keskustelu.suomi24.fi/t/12855999","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"648","S24","Tulipa tilattua , kalsarit tuntuu kyll hyviltä se täytyy sanoa .","tulla tilata , kalsari tuntua kyll hyvä se täytyä sanoa .","Provea Tono huijausta","1.5.2012","08:16","Talous","Kuluttajansuoja","kaketus11","4099962","http://keskustelu.suomi24.fi/t/4623850#comment-54958983","http://keskustelu.suomi24.fi/t/4623850","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"649","S24","Jos et pääse miehesi kanssa sopimukseen ehdoista , ei sinun tarvitse antaa hänen asua luonasi .","jos ei päästä mies kanssa sopimus ehto , ei sinä tarvita antaa hän asu luona .","Mieheni ei maksa vuokraa","2.10.2014","17:05","Talous","Lainat ja velka","asdfasdf","3247241","http://keskustelu.suomi24.fi/t/12644270#comment-71173334","http://keskustelu.suomi24.fi/t/12644270","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"650","S24","Pyytäisin muitakin kertomaan kokemuksia tunnuslukujen omituiseta käytöstä ja pankkien reagoinnista niihin .","pyytää muu kertoa kokemus tunnusluku omituiseta käyttö ja pankki reagointi se .","Luottokortti väärennös","7.7.2009","22:22","Talous","Maksukortit","NORDEAAN pettynyt","2107720","http://keskustelu.suomi24.fi/t/7012129#comment-38707272","http://keskustelu.suomi24.fi/t/7012129","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"651","S24","Palkansaajien työttömyyskassoista ei tässä ole apua , ja yrittäjien kassaanhan pääsevät vain yrittäjät .","palkansaaja työttömyyskassa ei tämä olla apu , ja yrittäjä kassa päästä vain yrittäjä .","Eezy ""yrittäjyys""?","10.6.2013","19:03","Talous","Yrittäjyys","","2534056","http://keskustelu.suomi24.fi/t/8290218#comment-61929382","http://keskustelu.suomi24.fi/t/8290218","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"652","S24","reilu parikymppinen ollaan ja paalupaikalla ollaan 400k kokonais potilla Aurinkoiset terveiset !","reilu parikymppinen olla ja paalupaikka olla 400k kokonais potti aurinkoinen terveinen !","Rahamiehen neuvot nuorille","23.3.2011","15:17","Talous","Lainat ja velka","SimplyAsbest","5562198","http://keskustelu.suomi24.fi/t/9715482#comment-48647205","http://keskustelu.suomi24.fi/t/9715482","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"653","S24","Energetixillä vaihtuu pääkuvasto kerran vuodessa syksyisin ja kesäkuvasto ilmestyy aina keväisin siihen rinnalle .","Energetixillä vaihtua pääkuvasto kerta vuosi syksyisin ja kesäkuvasto ilmestyä aina keväisin se rinnalle .","Korukauppoja netissä","14.4.2013","11:05","Talous","Verkkokaupat","ex-korut","2574770","http://keskustelu.suomi24.fi/t/6295191#comment-61053460","http://keskustelu.suomi24.fi/t/6295191","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"654","S24",""" sit oon kuullu et netis on semmonen pikavippifirma mistä saa vippejä ilman luottotietoja ja olen kuullut että kyseiseen mestaan juurikaan tarvitse maksella takaisin , koska lainan antaminen luottotiedottomalle on rikos ja rankaistava teko , joten jos joudut pulittelemaan ..",""" sit olla kuulla ei netis olla semmonen pikavippifirma mikä saada vippi ilman luottotieto ja olla kuulla että kyseinen mestata juuri tarvita maksella takaisin , koska laina antaa luottotiedoton olla rikos ja rankaistava teko , joten jos joutua pulittelemaan ..","Velat ulosotossa","2.1.2012","19:34","Talous","Lainat ja velka","194","7874234","http://keskustelu.suomi24.fi/t/10341922#comment-52912652","http://keskustelu.suomi24.fi/t/10341922","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"655","S24","Minua itteä ei vaan kiinnosta trendipellenä oleminen , jos se kerta on sitä hyvinpukeutumista .","minä itteä ei vaan kiinnostaa trendipelle olla , jos se kerta olla se hyväpukeutua .","Seksikkäin ammatti","8.6.2007","15:40","Talous","Metsäkoneet","jarr","1003959","http://keskustelu.suomi24.fi/t/4465827#comment-23785636","http://keskustelu.suomi24.fi/t/4465827","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"656","S24","Mene markettiin ja osta sieltä pakastealtaasta puolalaista sorsaa , ei tarvitse ammuskella , eikä kasvatella .","mennä marketti ja ostaa sieltä pakasteallas puolalainen sorsa , ei tarvita ammuskella , ei kasvatella .","Sorsien viljely?","31.10.2014","23:16","Talous","Yleistä maataloudesta","Taviko se taas...","5354829","http://keskustelu.suomi24.fi/t/12834231#comment-72756414","http://keskustelu.suomi24.fi/t/12834231","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"657","S24","Sisälti kuusta , mäntyä , haapaa , leppää vähän koivuakin ja pääsääntöisesti käytän sähköä talon lämmittämiseen tuolla tulisijalla lämmitetään talosta n. 30% Tuolla 25 eurolla ostaa sähköä n. 200 Kwh joka on vajaa kolmen päivän kulutus talven sydämmenä .","Sisälti kuu , mänty , haapa , leppä vähän koivu ja pääsääntöisesti käyttää sähkö talo lämmittää tuolla tulisija lämmittää talo n. 30% tuolla 25 euro ostaa sähkö n. 200 Kwh joka olla vaja kolme päivä kulutus talvi sydämmenä .","Polttopuuta myydään liian halvalla..!!!","4.2.2013","15:16","Talous","Metsänhoito","Mats Nyman","1361730","http://keskustelu.suomi24.fi/t/7044891#comment-59819965","http://keskustelu.suomi24.fi/t/7044891","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"658","S24","Koska alkaa taas Pop-Holding Oy : n hallituksen jäsenet vaihtumaa sillä omistaa ja hallinnoi Pop Vakuutus Oy : tä .","koska alkaa taas Pop-Holding oy : n hallitus jäsen vaihtua se omistaa ja hallinnoida pop vakuutus oy : tä .","Pop-Vakuutus","27.3.2014","20:21","Talous","Vakuutukset","koska, koska","2081506","http://keskustelu.suomi24.fi/t/10561101#comment-66955756","http://keskustelu.suomi24.fi/t/10561101","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"659","S24","Ärsyttävää !","ärsyttää !","Mottimarket Oy","28.11.2013","12:54","Talous","Kuluttajansuoja","Voi elämä!","4113168","http://keskustelu.suomi24.fi/t/11652402#comment-64789991","http://keskustelu.suomi24.fi/t/11652402","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"660","S24","Pääasia on niin että pitäisi olla nöyrä sydän ja avara katse .","pääasia olla niin että pitää olla nöyrä sydän ja avara katse .","(valka)rahalla ""mässäilevät""","27.11.2014","21:47","Talous","Lainat ja velka","Niin totta.","239151","http://keskustelu.suomi24.fi/t/12982947#comment-74227347","http://keskustelu.suomi24.fi/t/12982947","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"661","S24","Ihmettelen miten rohkeasti ihmiset ottavat nykyään lainaa 20-30 vuoden maksuajoilla .","ihmetellä miten rohkeasti ihminen ottaa nykyään laina 20-30 vuosi maksuajo .","Asuntolainat juuri nyt (100 %)","29.1.2013","21:00","Talous","Lainat ja velka","","3260072","http://keskustelu.suomi24.fi/t/11165322#comment-59710740","http://keskustelu.suomi24.fi/t/11165322","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"662","S24","Mutta miten se vedätys sitten tuosta on tarkoitus edetä , sitä jekkua en toistaiseksi tunne enkä tiedä .","mutta miten se vedätys sitten tuo olla tarkoitus edetä , se jekku ei toistaiseksi tunne ei tietää .","Tuleeko muille mysteeripuheluita englanninkielellä ulkomailta?","18.6.2013","20:06","Talous","Yrittäjyys","Jotain meilijuttua","2064270","http://keskustelu.suomi24.fi/t/10456049#comment-62056779","http://keskustelu.suomi24.fi/t/10456049","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"663","S24","Kerro , mitä "" yrität "" .","kertoa , mikä "" yrittää "" .","Edelleenkin vastaamatta miten palkkatyössä oleva duunari","24.3.2013","17:28","Talous","Maataloustuki","yyyyyyyyyyyyyyy","8075463","http://keskustelu.suomi24.fi/t/11267000#comment-60703862","http://keskustelu.suomi24.fi/t/11267000","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"664","S24","&gt ; &gt ; &gt ; Yksi osakkeista joissa minulla on rahaa kiinni on noussut viimeisen vuoden aikana 800% Tähän olen sijoittanut lähinnä muista osakkeista tulleita voittoja .","> ; > ; > ; yksi osake joka minä olla raha kiinni olla nousta viimeinen vuosi aika 800% tämä olla sijoittaa lähinnä muu osake tulla voitto .","Danske Bank - osakerahastot rahat pois","2.8.2014","04:27","Talous","Sijoitusrahastot","naurettavia pellejä","2103393","http://keskustelu.suomi24.fi/t/12397960#comment-69132462","http://keskustelu.suomi24.fi/t/12397960","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"665","S24","Sita on joskus viljelty ja maaperan pitaisi olla hyva , etenkin koska hevoset ovat siina laiduntaneet useina kesina .","Sita olla joskus viljellä ja maaperan pitaisi olla hyva , etenkin koska hevonen olla siina laiduntaneet usea kesina .","Pellon vuokra","14.6.2014","11:31","Talous","Viljely","Tukikelvoton pelto","999554","http://keskustelu.suomi24.fi/t/3212480#comment-68324619","http://keskustelu.suomi24.fi/t/3212480","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"666","S24","Näin on jo tapahtunut Ranskassa , - myllyvehnää haalitaan ympäri Eurooppaa .","näin olla jo tapahtua Ranska , - myllyvehnä haalia ympäri Eurooppa .","viljan hinnat nousussa","20.9.2014","00:23","Talous","Yleistä maataloudesta","metsäveli","5350702","http://keskustelu.suomi24.fi/t/12518456#comment-70517492","http://keskustelu.suomi24.fi/t/12518456","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"667","S24","Eikö tälläisesta joudu kukaan tilille ?","ei tälläisesta joutua kukaan tili ?","Varokaa musiikin nettikauppaa","15.4.2014","10:41","Talous","Kuluttajansuoja","DNA:n laskussa on...","480326","http://keskustelu.suomi24.fi/t/4716487#comment-67289557","http://keskustelu.suomi24.fi/t/4716487","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"668","S24","Miltä todellinen pula-aika tuntuu ja miten siitä selviää .","mikä todellinen pula-aika tuntua ja miten se selvitä .","Pystyykö 500€ elämään kuukauden?","16.6.2012","00:36","Talous","Yleistä taloudesta","Muistissakin","9601052","http://keskustelu.suomi24.fi/t/10712649#comment-55702890","http://keskustelu.suomi24.fi/t/10712649","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"669","S24","Jos jokin poliittinen puolue saisi sen verran eli parikymmentä prosenttia ääniä vaaleissa , niin siitä puoleesta tulisi suunnilleen 40 kansanedustajan eduskuntaryhmä .","jos jokin poliittinen puolue saada se verran eli parikymmenen prosentti ääni vaali , niin se puoleesta tulla suunnilleen 40 kansanedustaja eduskuntaryhmä .","Valtion U-käännös mahdollistaisi elpymisen","24.8.2014","14:25","Talous","Yleistä taloudesta","","8744851","http://keskustelu.suomi24.fi/t/12369632#comment-69497727","http://keskustelu.suomi24.fi/t/12369632","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"670","S24","Voitko kieltää hirvenkaadon omalla metsälläsi , tai jos annat luvan niin saatko siitä kimpaleen lihaa tai jos kaato tapahtuu maallasi saatko ylimääräisen lihamurikan jonka tähän asti olet saanu .","voida kieltää hirvenkaato oma metsä , tai jos antaa lupa niin saada se kimpale liha tai jos kaato tapahtua maa saada ylimääräinen lihamurikka joka tämä asti olla saada .","YHTEISMETSÄ SOSIALISMIN","23.1.2011","18:54","Talous","Metsänhoito","petoksen valmistelua","1357361","http://keskustelu.suomi24.fi/t/9397978#comment-47774017","http://keskustelu.suomi24.fi/t/9397978","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:30","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
